Timestamp;Type;ID;Data
183fd3e0d8b;1;cfbaffe;e4ee9d7a66
183fd3e0d8b;1;cfbbafe;954a222f56
183fd3e0d8b;1;cfbbbfe;b420611c2e
183fd3e0d8b;1;cfbbcfe;928f347130
183fd3e0d8b;1;cfbbdfe;11bd3f7f108
183fd3e0d8b;1;cfbc0fe;86528794c2
183fd3e0d8b;1;cfbc1fe;5823850cde
183fd3e0d8b;1;cfbc2fe;14ae8ff40be
183fd3e0d8c;1;cfbc3fe;177ef82e770
183fd3e0d8c;1;cfbc6fe;9c004e38a2
183fd3e0d8c;1;cfbc7fe;5974c01cee
183fd3e0d8c;1;cfbc8fe;c5fe64d706
183fd3e0d8c;1;cfbc9fe;129b9cf36f4
183fd3e0d8c;1;cfbd1fe;b7bf52a05c
183fd3e0d8c;1;cfbd8fe;e2725b56da
183fd3e0d8c;1;cfbd9fe;a8a0966414
183fd3e0d8c;1;cfbdafe;ad658b7ec4
183fd3e0d8c;1;cfbe6fe;19a17bca514
183fd3e0d8c;1;cfbf3fe;7b798da162
183fd3e0d8d;1;cfc51fe;1128d452886
183fd3e0d8d;1;cfc59fe;19b7eb4b5be
183fd3e0d8d;1;cfc95fe;1239553113e
183fd3e0d8d;1;cfcbefe;142fab977ba
183fd3e0d8d;1;cfd0afe;9cd75c11ea
183fd3e0d8d;1;cfd0bfe;12d9bd04370
183fd3e0d8d;1;cfd0cfe;1040084204c
183fd3e0d8d;1;cfd0dfe;12d3376a08e
183fd3e0d8d;1;cfd0efe;d01bc0ef40
183fd3e0d8e;1;cfd0ffe;911071d9a4
183fd3e0d8e;1;cfd10fe;130b66cc6aa
183fd3e0d8e;1;cfd11fe;a1a04228a0
183fd3e0d8e;1;cfd23fe;154e5c6e9d6
183fd3e0d8e;1;cfd24fe;ae5ef320de
183fd3e0d8e;1;cfd25fe;c18738ef3e
183fd3e0d8e;1;cfd26fe;12991cb632e
183fd3e0d8e;1;cfd27fe;c25c4b20f0
183fd3e0d8e;1;cfd28fe;7e6985b542
183fd3e0d8f;1;cfd29fe;14fab5f11fe
183fd3e0d8f;1;cfd2afe;11bf2c582c2
183fd3e0d8f;1;cfd2bfe;190cac285de
183fd3e0d8f;1;cfd2cfe;13493abfe52
183fd3e0d8f;1;cfd2dfe;f01ff5e8a6
183fd3e0d8f;1;cfd2efe;15bb1346f80
183fd3e0d8f;1;cfd2ffe;68957c7f42
183fd3e0d8f;1;cfd30fe;b4695b04be
183fd3e0d8f;1;cfd92fe;fe21c92492
183fd3e0d90;1;cfd93fe;1454368257a
183fd3e0d90;1;cfda6fe;c8a3f00aac
183fd3e0d90;1;cfdccfe;1bb4e249558
183fd3e0d90;1;cfdd6fe;8870a18022
183fd3e0d90;1;cfdd7fe;1427794554c
183fd3e0d90;1;cfdd8fe;19820af67c4
183fd3e0d90;1;cfdd9fe;db16d4212c
183fd3e0d90;1;cfddafe;158956a1370
183fd3e0d90;1;cfddbfe;18480a7d652
183fd3e0d90;1;cfde6fe;9f0bc74e76
183fd3e0d90;1;cfde7fe;182ac74af90
183fd3e0d90;1;cfde8fe;1081d55f104
183fd3e0d91;1;cfde9fe;bca343266e
183fd3e0d91;1;cfdeafe;f3fbdb9f0e
183fd3e0d91;1;cfdebfe;bedbf7f1b4
183fd3e0d91;1;cfdecfe;10bcd7d8f84
183fd3e0d91;1;cfdedfe;146b3fddbb4
183fd3e0d91;1;cfdeefe;1243c000f14
183fd3e0d91;1;cfdeffe;90b87606b2
183fd3e0d91;1;cfdf0fe;113ad5c47ce
183fd3e0d91;1;cfdf1fe;15272b3498a
183fd3e0d92;1;cfdf2fe;ae2e8f1378
183fd3e0d92;1;cfdf3fe;e3809de8b8
183fd3e0d92;1;cfdf4fe;17ec445609c
183fd3e0d92;1;cfdf5fe;15fe938b6da
183fd3e0d92;1;cfdf6fe;9080a0de3e
183fd3e0d92;1;cfdf7fe;9a667b444a
183fd3e0d92;1;cfdf8fe;11ab5005f46
183fd3e0d92;1;cfdf9fe;c007c8bbe4
183fd3e0d92;1;cfdfafe;ee0905b562
183fd3e0d93;1;cfdfbfe;b5d0775f40
183fd3e0d93;1;cfdfcfe;eb572bcb82
183fd3e0d93;1;cfdfdfe;f8135094f4
183fd3e0d93;1;cfdfefe;111624fa17a
183fd3e0d93;1;cfdfffe;14f5b4697a8
183fd3e0d93;1;cfe01fe;1173163401a
183fd3e0d93;1;cfe02fe;150bf96daf2
183fd3e0d93;1;cfe03fe;a184da455e
183fd3e0d94;1;cfe04fe;1820a445ddc
183fd3e0d94;1;cfe05fe;d04fc2d9a6
183fd3e0d94;1;cfe06fe;8dc6165be2
183fd3e0d95;1;cfe41fe;ef92b0d5de
183fd3e0d95;1;cfe57fe;149e0dbea90
183fd3e0d95;1;cfe5afe;1761fc1988a
183fd3e0d95;1;cfe6cfe;18d79d7ad4e
183fd3e0d95;1;cfe71fe;510bbfa7fc
183fd3e0d95;1;cfe72fe;c8f9f4c85a
183fd3e0d95;1;cfe73fe;d5af40a9f4
183fd3e0d95;1;cfe74fe;146a704851a
183fd3e0d95;1;cfe75fe;a1a150d1d6
183fd3e0d96;1;10f007fe;1092089268a
183fd3e0d96;1;10f01afe;63286dcbb4
183fd3e0d96;1;10f033fe;f3ea63dde2
183fd3e0d96;1;10f034fe;11b2f27931a
183fd3e0d96;1;10f0edfe;131c7815ab0
183fd3e0d96;1;10f0f5fe;8edf13bb30
183fd3e0d96;1;10f111fe;171ad7dfada
183fd3e0d96;1;10f116fe;17de3c5190c
183fd3e0d96;1;10fc8ffe;15ffd6d62bc
183fd3e0d97;1;10fce3fe;a81e12f386
183fd3e0d97;1;10fcfdfe;9d890639b6
183fd3e0d97;1;10fd51fe;19452d4392c
183fd3e0d97;1;10fd52fe;e9650021d6
183fd3e0d97;1;10fda2fe;16229f3ef88
183fd3e0d97;1;10fda3fe;11b458bdb98
183fd3e0d97;1;10fe6ffe;f0bf4152b8
183fd3e0d97;1;10fe76fe;b4e2b5e652
183fd3e0d97;1;14f04efe;f735c4a53a
183fd3e0d97;1;14f04ffe;121cc476878
183fd3e0d98;1;14f050fe;139bde80d38
183fd3e0d98;1;14f051fe;bdec456fb4
183fd3e0d98;1;14f052fe;142cf924228
183fd3e0d98;1;14f053fe;e408c702f8
183fd3e0d98;1;14f054fe;1b16ba068d4
183fd3e0d98;1;14f055fe;144f41ccbd4
183fd3e0d98;1;14f056fe;1324ef8af0c
183fd3e0d98;1;14f057fe;1655cb17dd8
183fd3e0d98;1;14f058fe;13376049c56
183fd3e0d98;1;14f059fe;c834a38e6a
183fd3e0d98;1;14f05afe;11be653cfb4
183fd3e0d99;1;14f05bfe;134ed45dfee
183fd3e0d99;1;14f05cfe;1554704c4ea
183fd3e0d99;1;14f05dfe;a6d12da0b8
183fd3e0d99;1;14f05efe;11ad79c41d8
183fd3e0d99;1;14f05ffe;ff9fbcdb14
183fd3e0d99;1;14f060fe;14c4142f694
183fd3e0d99;1;14f061fe;13d114fe620
183fd3e0d99;1;14f10efe;c150b50ca4
183fd3e0d99;1;14fc12fe;f835c24f9c
183fd3e0d9a;1;14fc13fe;fbd87ee534
183fd3e0d9a;1;14fc15fe;a20f78157e
183fd3e0d9a;1;14fc16fe;d41b738ca2
183fd3e0d9a;1;14fc17fe;154601f394c
183fd3e0d9a;1;14fc32fe;d95613624e
183fd3e0d9a;1;14fc33fe;11f4d85aae6
183fd3e0d9a;1;14fc34fe;155c4951350
183fd3e0d9a;1;14fc36fe;12d8609d942
183fd3e0d9a;1;14fc37fe;114b35ce02a
183fd3e0d9a;1;14fc38fe;13dd24bb24c
183fd3e0d9a;1;14fc39fe;1143fe5238c
183fd3e0d9b;1;14fc3afe;ee45b34708
183fd3e0d9b;1;14fc90fe;1256e83f958
183fd3e0d9b;1;14fc98fe;fe1cd3ad42
183fd3e0d9b;1;14fc9dfe;18344c3d7de
183fd3e0d9b;1;14fc9efe;fbfbfbc1ae
183fd3e0d9b;1;14fcbffe;11752e90c02
183fd3e0d9b;1;14fcc0fe;10d21ae5f02
183fd3e0d9b;1;14fceefe;b11a1451f8
183fd3e0d9b;1;14fceffe;9a5214122e
183fd3e0d9b;1;14fcfbfe;a2b460390a
183fd3e0d9c;1;14fd16fe;1aceddd5db0
183fd3e0d9c;1;14fd17fe;80537e6a5e
183fd3e0d9c;1;14fd3efe;b223231cea
183fd3e0d9c;1;14fd53fe;c6e200cf6e
183fd3e0d9c;1;14fd68fe;11a547fbf82
183fd3e0d9c;1;14fd6afe;c767424b68
183fd3e0d9c;1;14fd81fe;91bb46d368
183fd3e0d9c;1;1807fefe;132ede6baf4
183fd3e0d9c;1;180cfefe;c2d5e41376
183fd3e0d9c;1;186bfefe;e0dff9a0a0
183fd3e0d9d;1;186dfefe;d0332caede
183fd3e0d9d;1;1872fefe;939b575fd6
183fd3e0d9d;1;1873fefe;14402431d22
183fd3e0d9d;1;1874fefe;10f1525fdf6
183fd3e0d9d;1;1875fefe;7e691c46ee
183fd3e0d9d;1;1876fefe;1034a7a0be6
183fd3e0d9d;1;1877fefe;edb98983e8
183fd3e0d9d;1;1878fefe;1524769f23c
183fd3e0d9d;1;1879fefe;f0b5095510
183fd3e0d9e;1;187afefe;136c085d488
183fd3e0d9e;1;187bfefe;eacd53cec4
183fd3e0d9e;1;187dfefe;146daad892c
183fd3e0d9e;1;187efefe;c4aec747c8
183fd3e0d9e;1;187ffefe;14ecfd6ef1e
183fd3e0d9e;1;1880fefe;d084863b3e
183fd3e0d9e;1;1881fefe;cf15bd75cc
183fd3e0d9e;1;1882fefe;ce5aef931a
183fd3e0d9e;1;1883fefe;17265f0f51c
183fd3e0d9e;1;1884fefe;e0b4242cb8
183fd3e0d9f;1;1885fefe;1ad3639b5e4
183fd3e0d9f;1;1886fefe;14722ed15dc
183fd3e0d9f;1;1887fefe;1af3f8cf2c8
183fd3e0d9f;1;1888fefe;15d56b9ebc8
183fd3e0d9f;1;188ffefe;b7b1e8be4c
183fd3e0d9f;1;1890fefe;a01ea81728
183fd3e0d9f;1;1891fefe;adcec575a4
183fd3e0d9f;1;1892fefe;16fb30aafd0
183fd3e0d9f;1;1894fefe;111a1dae01c
183fd3e0d9f;1;1895fefe;e7d545eb54
183fd3e0d9f;1;1896fefe;94e726b48e
183fd3e0d9f;1;1897fefe;1623597116e
183fd3e0da0;1;1898fefe;69c75396e2
183fd3e0da0;1;189bfefe;76155d6ab2
183fd3e0da0;1;189cfefe;15ad6b171ce
183fd3e0da0;1;189dfefe;17238fa187c
183fd3e0da0;1;18a5fefe;c90201d28e
183fd3e0da0;1;18a6fefe;16ba3bf595e
183fd3e0da0;1;18a7fefe;8156e93a50
183fd3e0da0;1;18a8fefe;abc67b9c9a
183fd3e0da0;1;18a9fefe;153241d56ee
183fd3e0da0;1;18aefefe;e8b7af34e2
183fd3e0da0;1;18cffefe;107814b9b8e
183fd3e0da1;1;18d0fefe;104eee72ef6
183fd3e0da1;1;18d5fefe;17ec4d0b898
183fd3e0da1;1;18e0fefe;1474c992f02
183fd3e0da1;1;18f001fe;18795c7236c
183fd3e0da1;1;18f005fe;160571678fa
183fd3e0da1;1;18f006fe;cb9c0301e2
183fd3e0da1;1;18f008fe;c3f142c52e
183fd3e0da1;1;18f009fe;14c4d15185c
183fd3e0da1;1;18f00bfe;8acc9b8860
183fd3e0da1;1;18f00efe;dea5c3fada
183fd3e0da2;1;18f00ffe;1264be72498
183fd3e0da2;1;18f010fe;9d86802784
183fd3e0da2;1;18f011fe;10654f6d186
183fd3e0da2;1;18f012fe;8e72069264
183fd3e0da2;1;18f01dfe;7ee82f20ec
183fd3e0da2;1;18f021fe;acba8f34ec
183fd3e0da2;1;18f02efe;166decd2a6e
183fd3e0da2;1;18f0cafe;1844ccb3440
183fd3e0da2;1;18f0cdfe;11836c03254
183fd3e0da2;1;18f0d6fe;11ba7a1b0f4
183fd3e0da2;1;18f0d7fe;10b9022bf2c
183fd3e0da3;1;18f0dafe;15fdab02d10
183fd3e0da3;1;18f0dbfe;13d8efb7f34
183fd3e0da3;1;18f0defe;7a10a8e638
183fd3e0da3;1;18f0dffe;897f3eb460
183fd3e0da3;1;18f0e2fe;c14645cddc
183fd3e0da3;1;18f0e3fe;112236baf06
183fd3e0da3;1;18f0e9fe;bf02835fd0
183fd3e0da3;1;18f0eafe;7968d85a6c
183fd3e0da3;1;18f0ebfe;1647f0caea8
183fd3e0da3;1;18f0ecfe;c225bf8a82
183fd3e0da4;1;18f104fe;ccb676a6a4
183fd3e0da4;1;18f106fe;59d11620d2
183fd3e0da4;1;18f107fe;eb12e894f0
183fd3e0da4;1;18f10dfe;dbe6d13b56
183fd3e0da4;1;18f12afe;fd43977c1a
183fd3e0da4;1;18f12dfe;d528029d52
183fd3e0da4;1;18f12efe;c16ca79194
183fd3e0da4;1;18f12ffe;ba9e32540a
183fd3e0da4;1;18f132fe;c5fa143fd8
183fd3e0da4;1;18fb94fe;dceaa26d8e
183fd3e0da4;1;18fb95fe;153312e770c
183fd3e0da5;1;18fb96fe;13a0631dbfe
183fd3e0da5;1;18fb97fe;b4f323c226
183fd3e0da5;1;18fb99fe;83e02e110c
183fd3e0da5;1;18fb9cfe;12708672eec
183fd3e0da5;1;18fb9dfe;1627a185864
183fd3e0da5;1;18fb9efe;133d1765372
183fd3e0da5;1;18fba1fe;1506a006c14
183fd3e0da5;1;18fba2fe;14ef0a39dd4
183fd3e0da5;1;18fba3fe;da602fa200
183fd3e0da6;1;18fba6fe;160d4e03606
183fd3e0da6;1;18fba7fe;12420dd33e4
183fd3e0da6;1;18fba8fe;13783b0ff42
183fd3e0da6;1;18fbabfe;9dd8b4b696
183fd3e0da6;1;18fbacfe;16cdaa90ed6
183fd3e0da6;1;18fbadfe;1749428e80c
183fd3e0da6;1;18fbb0fe;a1b03fa480
183fd3e0da6;1;18fbb1fe;ab31b5d8aa
183fd3e0da6;1;18fbb2fe;189a9824d10
183fd3e0da6;1;18fbb3fe;80dae4675c
183fd3e0da7;1;18fbb4fe;166539d7ee0
183fd3e0da7;1;18fbb5fe;16887c2ea90
183fd3e0da7;1;18fbb6fe;f0e653e4a0
183fd3e0da7;1;18fbb7fe;d9e9c72552
183fd3e0da7;1;18fbb8fe;166772f553e
183fd3e0da7;1;18fbb9fe;15010a55bb6
183fd3e0da7;1;18fbbefe;f412a50f12
183fd3e0da7;1;18fbbffe;ded657c290
183fd3e0da7;1;18fbc4fe;14ae202d650
183fd3e0da8;1;18fbc5fe;d14d1af4a4
183fd3e0da8;1;18fbcbfe;10f8a197996
183fd3e0da8;1;18fbccfe;1115f4553c4
183fd3e0da8;1;18fbcdfe;11b58b24986
183fd3e0da8;1;18fbcffe;14b49b3470e
183fd3e0da8;1;18fbd0fe;171a43f164e
183fd3e0da8;1;18fbd2fe;d2bc67afc4
183fd3e0da8;1;18fbd5fe;11b7738b6cc
183fd3e0da8;1;18fbd6fe;120226444c0
183fd3e0da9;1;18fbdcfe;110709b82e6
183fd3e0da9;1;18fbddfe;fb487c4d0c
183fd3e0da9;1;18fbdefe;1a818c529b4
183fd3e0da9;1;18fbdffe;74ea6d5e8a
183fd3e0da9;1;18fbe4fe;c7f2621ec6
183fd3e0da9;1;18fbe5fe;ff19f8e48c
183fd3e0da9;1;18fbebfe;1257ad14a6c
183fd3e0da9;1;18fbecfe;185697286e4
183fd3e0daa;1;18fbedfe;b69ee1b2d2
183fd3e0daa;1;18fbeefe;1806b2daeaa
183fd3e0daa;1;18fbeffe;b7781a2e1a
183fd3e0daa;1;18fbf0fe;b0713bc73c
183fd3e0daa;1;18fbf1fe;1869912015c
183fd3e0daa;1;18fbf4fe;175e2e59580
183fd3e0daa;1;18fbf5fe;132fff924f0
183fd3e0daa;1;18fbf6fe;aa845bb704
183fd3e0daa;1;18fbf7fe;16176de687a
183fd3e0dab;1;18fbf8fe;15a28fc2476
183fd3e0dab;1;18fbf9fe;119a1f3c1ae
183fd3e0dab;1;18fbfafe;142e7c059c8
183fd3e0dab;1;18fbfbfe;8cef46e3a4
183fd3e0dab;1;18fbfcfe;148e3fd1ac6
183fd3e0dab;1;18fbfdfe;ba65fa2bb6
183fd3e0dac;1;18fbfefe;1548662b39e
183fd3e0dac;1;18fbfffe;d014393b2e
183fd3e0dac;1;18fc01fe;e6dbcef0fa
183fd3e0dac;1;18fc02fe;10ae278a686
183fd3e0dac;1;18fc03fe;e5b556d33e
183fd3e0dac;1;18fc04fe;105989de814
183fd3e0dac;1;18fc05fe;197eafa9f0e
183fd3e0dac;1;18fc06fe;6f7fa847ec
183fd3e0dac;1;18fc07fe;76b9aed35e
183fd3e0dad;1;18fc08fe;157871705b0
183fd3e0dad;1;18fc09fe;11b42751374
183fd3e0dad;1;18fc0afe;1968432715a
183fd3e0dad;1;18fc0bfe;15f7ee4297a
183fd3e0dad;1;18fc0efe;1403ec4bd08
183fd3e0dae;1;18fc10fe;1345ef08728
183fd3e0dae;1;18fc11fe;1142cb42fe0
183fd3e0dae;1;18fc18fe;13a744e9082
183fd3e0dae;1;18fc19fe;1700fa3773e
183fd3e0dae;1;18fc23fe;13cfa4eb82a
183fd3e0dae;1;18fc24fe;14ef818362a
183fd3e0dae;1;18fc25fe;9989bcddc4
183fd3e0daf;1;18fc26fe;129809fdd94
183fd3e0daf;1;18fc27fe;1730c842e6c
183fd3e0daf;1;18fc29fe;136a62f9490
183fd3e0db0;1;18fc2afe;137c417de88
183fd3e0db0;1;18fc2bfe;ed26c2d63a
183fd3e0db0;1;18fc2cfe;ba08b8ac1c
183fd3e0db0;1;18fc2dfe;150efbddf70
183fd3e0db0;1;18fc2efe;129ea090250
183fd3e0db0;1;18fc31fe;9a6fe5f0ec
183fd3e0db1;1;18fc35fe;136c93177e4
183fd3e0db1;1;18fc3bfe;8d09b660bc
183fd3e0db1;1;18fc3cfe;1b38648a998
183fd3e0db1;1;18fc3dfe;13322abe4ac
183fd3e0db1;1;18fc3efe;b1c0d83912
183fd3e0db1;1;18fc3ffe;13db0b65f04
183fd3e0db1;1;18fc40fe;f4acce897c
183fd3e0db2;1;18fc41fe;8a814d2dc6
183fd3e0db2;1;18fc42fe;1ab3a424976
183fd3e0db2;1;18fc43fe;1031d1dd0aa
183fd3e0db2;1;18fc45fe;e51396f602
183fd3e0db2;1;18fc46fe;ed3b31fed2
183fd3e0db2;1;18fc47fe;8ddd12aabe
183fd3e0db2;1;18fc48fe;d2e9be871e
183fd3e0db2;1;18fc49fe;b3c923ffba
183fd3e0db2;1;18fc4afe;af9b4b59c4
183fd3e0db3;1;18fc4bfe;c8fdc93a48
183fd3e0db3;1;18fc4cfe;c0024501de
183fd3e0db3;1;18fc4dfe;a3c17c72c6
183fd3e0db3;1;18fc4efe;7a05552b68
183fd3e0db3;1;18fc4ffe;14ed7b0d722
183fd3e0db3;1;18fc50fe;c3507fcb60
183fd3e0db3;1;18fc53fe;b4f69dff2c
183fd3e0db3;1;18fc56fe;1714fb2a4c8
183fd3e0db3;1;18fc57fe;12d22293e5e
183fd3e0db3;1;18fc58fe;9b68f3894e
183fd3e0db3;1;18fc5dfe;14e598b0bd8
183fd3e0db4;1;18fc8bfe;f324a2fd64
183fd3e0db4;1;18fc8cfe;9639109374
183fd3e0db4;1;18fc91fe;6af53f6e34
183fd3e0db4;1;18fc92fe;ed31fd8378
183fd3e0db4;1;18fc93fe;cb2dca68d6
183fd3e0db4;1;18fc94fe;1542f5d83d8
183fd3e0db4;1;18fc96fe;6925cc85fc
183fd3e0db4;1;18fc97fe;11987bc7758
183fd3e0db4;1;18fc99fe;de49855d3c
183fd3e0db4;1;18fc9afe;1128d52661c
183fd3e0db4;1;18fc9bfe;1479c8ace8a
